train/00000009/00009488.jpg,22,0.58,0.05,0.33,0.95,0.68727,0.1778,0.41455,0.3855,421.0,17.0,523.0,124.0,1,coco,241.2742919921875,149.53598022460938,289.30853271484375,264.1587829589844,12,"[(375.07452, 18.509552, 587.8817, 430.6411, 0), (240.87724, 136.31894, 291.34943, 263.43442, 12), (103.904724, 124.76257, 344.18582, 225.27899, 7), (0.11949158, 148.95364, 60.838535, 177.28146, 2), (329.3816, 165.43549, 382.21094, 215.25977, 2), (253.75278, 106.64719, 272.0217, 125.31314, 11)]"
train/00000017/00017179.jpg,27,0.55,0.21,0.45,0.48,0.78727,0.36451,0.52545,0.35919,473.0,129.0,533.0,189.0,1,coco_val,295.50830078125,113.1177978515625,364.9544677734375,195.2891845703125,33,"[(292.37946, 105.12347, 639.18555, 297.00922, 33)]"
train/00000016/00016266.jpg,30,0.02,0.09,0.15,0.67,0.11091,0.18364,0.40545,0.35818,46.0,54.0,116.0,138.0,1,coco_val,178.88897705078125,31.28558349609375,608.6068115234375,638.8792724609375,0,"[(281.4897, 484.48514, 526.47394, 639.7417, 75), (136.02747, 29.141235, 610.5178, 640.0, 0), (423.8955, 0.10499573, 546.371, 182.2968, 0), (0.55882263, 13.582031, 158.2354, 539.147, 0)]"
train/00000007/00007888.jpg,39,0.09,0.04,0.54,0.81,0.38727,0.38121,0.29636,0.76424,179.0,26.0,350.0,245.0,1,coco,163.83349609375,338.95404052734375,244.52069091796875,385.80181884765625,33,"[(61.139435, 17.226349, 398.39587, 410.3554, 0), (75.386475, 361.33008, 621.27966, 479.65625, 60), (556.8994, 1.086586, 588.2478, 59.9319, 41), (59.770813, 317.40515, 140.07309, 444.20148, 56), (350.3495, 0.39849854, 639.38654, 416.3777, 72)]"
train/00000018/00018592.jpg,44,0.6,0.27,0.29,0.73,0.75273,0.32307,0.62,0.4138,457.0,133.0,536.0,210.0,1,coco_val,388.870849609375,133.76422119140625,566.156005859375,505.39111328125,0,"[(308.068, 135.24074, 472.46387, 507.4536, 0), (62.00068, 124.98212, 250.11768, 509.89563, 0), (387.31305, 132.68237, 565.6948, 505.8039, 0), (49.65969, 427.37103, 67.641624, 479.10822, 39), (502.62753, 0.012908936, 639.8141, 338.33255, 58)]"
train/00000014/00014240.jpg,57,0.25,0.0,0.29,0.59,0.25636,0.19455,0.47636,0.70606,63.0,13.0,188.0,158.0,1,coco,304.0966796875,326.83514404296875,332.511474609375,349.36029052734375,33,"[(0.0, 0.53634644, 270.22192, 333.4346, 0), (147.88339, 352.68945, 251.04959, 432.36353, 45), (292.85968, 24.638824, 559.39056, 308.06064, 0), (345.10794, 289.73737, 417.80173, 331.883, 45), (164.32697, 0.17501831, 343.4317, 287.17252, 0), (586.5635, 242.51419, 637.7886, 330.92783, 41), (1.4291992, 291.90045, 640.0, 479.4298, 60), (571.6155, 155.32501, 595.7644, 201.93103, 41), (42.708706, 324.7227, 155.59052, 480.0, 41), (572.0946, 169.39453, 594.6881, 201.25879, 41), (307.41016, 23.285797, 376.88104, 185.39258, 0), (0.0, 358.8847, 67.79024, 440.81342, 45), (98.77312, 277.7896, 120.883286, 364.5921, 44), (605.80396, 402.47507, 640.0, 439.45364, 45), (324.7356, 23.742004, 375.1106, 153.56259, 0), (484.4397, 339.74512, 530.8677, 364.77173, 45), (484.71985, 338.92004, 531.3729, 365.23816, 41)]"
train/00000017/00017153.jpg,70,0.31,0.53,0.61,0.24,0.81636,0.69349,0.77273,0.74526,503.0,274.0,549.0,319.0,1,coco_val,15.4871826171875,301.22967529296875,570.511962890625,421.90216064453125,59,"[(26.428154, 12.397217, 255.16083, 376.1762, 0), (4.2713013, 230.78583, 640.0, 420.81073, 59), (228.02429, 44.097504, 475.86847, 246.67435, 0), (142.48991, 41.866974, 464.25507, 345.49658, 0)]"
train/00000007/00007393.jpg,77,0.34,0.23,0.66,0.49,0.46545,0.47333,0.48545,0.56788,232.0,137.0,330.0,252.0,1,coco,225.4452362060547,253.39703369140625,329.59307861328125,331.5809326171875,33,"[(222.63353, 109.47165, 640.0, 346.89728, 0), (0.0, 217.92575, 88.67432, 310.00986, 32), (0.309906, 0.29711914, 125.12944, 309.08673, 0), (225.82056, 252.62144, 330.37286, 332.25537, 32)]"
train/00000016/00016667.jpg,95,0.42,0.23,0.18,0.72,0.50727,0.30364,0.44909,0.47818,303.0,97.0,353.0,162.0,1,coco_val,272.09051513671875,224.40069580078125,288.510986328125,235.7034912109375,33,"[(272.36768, 102.25983, 392.01996, 452.5327, 0), (127.0848, 121.7999, 290.73514, 424.8712, 0), (233.99475, 317.07312, 351.22522, 470.3341, 28), (414.88153, 71.91165, 574.6983, 479.08316, 0), (0.0, 265.96954, 318.92996, 479.65643, 0), (234.30081, 256.37036, 350.8494, 475.30237, 28), (558.79016, 326.45242, 639.8207, 479.5223, 0), (337.7021, 193.81612, 475.07233, 378.6822, 24), (129.30463, 121.64026, 290.43988, 336.95908, 0), (158.76535, 112.77164, 208.4928, 182.90439, 56), (598.7517, 159.95255, 639.82495, 230.42398, 68)]"
train/00000016/00016043.jpg,100,0.59,0.05,0.26,0.95,0.66,0.24384,0.47455,0.4673,409.0,68.0,475.0,131.0,1,coco_val,292.961669921875,192.04269409179688,316.76806640625,210.99163818359375,32,"[(0.99572754, 182.79161, 269.1806, 424.45825, 0), (485.71213, 140.3129, 596.7412, 221.3631, 34), (222.06812, 183.11832, 269.68732, 238.66714, 35), (377.56067, 68.815994, 519.16284, 424.88983, 0), (278.42517, 58.693214, 405.50464, 299.8411, 0), (223.0322, 183.28143, 268.97223, 222.71869, 35), (259.39096, 162.94286, 350.3127, 217.72398, 34), (0.0058784485, 139.23012, 23.765564, 394.53503, 0), (294.35663, 193.34998, 316.3225, 210.71378, 32), (287.30496, 192.86908, 316.59085, 214.24188, 32), (0.0, 140.59918, 32.739197, 421.9945, 0)]"
